wpns_code,cbeNameIndex,plCategory,statTemplate,name,type,rng,acc,dmg,cap,mag,ap,rld,wgt,plAmmoLabel,acceptsAmmoPlIndices
pl_235,235,rifle,m1,45ACP30T,bullet,7,85,76,30,6,2,1,0.7,弾種未設定（map / overrides / explicit で要定義）,[]
pl_236,236,rifle,m1,45ACP50T,bullet,7,85,76,50,6,2,1,2.3,弾種未設定（map / overrides / explicit で要定義）,[]
pl_237,237,rifle,m1,45ACP30G,bullet,7,85,76,30,6,2,1,0.9,弾種未設定（map / overrides / explicit で要定義）,[]
pl_242,242,rocket,m8_rocket,M6A1 HR,rocket,12,50,45,3,3,3,0,1.5,m8_rocket 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_243,243,rocket,m8_rocket,M6A5 HR,rocket,12,50,45,3,3,3,0,1.5,m8_rocket 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_244,244,rocket,m8_rocket,M9A1 RfG,rocket,12,50,45,3,3,3,0,0.6,m8_rocket 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_245,245,rocket,m8_rocket,Mk2 GPA,rocket,12,50,45,3,3,3,0,0.8,m8_rocket 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_246,246,grenade,nade,Mk2 Grd,shell,4,60,80,1,2,2,0,0.6,nade 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_247,247,grenade,nade,Mk3A1Grd,shell,4,60,80,1,2,2,0,0.4,nade 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_248,248,rifle,m1,M1 CDB,bullet,7,85,76,0,6,2,1,10.0,30-06 仮（米系小銃）,"[229, 230, 231, 238, 239, 240]"
pl_249,249,rocket,m8_rocket,WP M15,rocket,12,50,45,3,3,3,0,0.9,m8_rocket 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_250,250,melee,melee,M1905Byt,melee,1,90,35,0,0,1,0,0.5,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_251,251,melee,melee,John Byt,melee,1,90,35,0,0,1,0,0.2,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_252,252,melee,melee,M4 Byt,melee,1,90,35,0,0,1,0,0.3,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_253,253,melee,melee,Mk1 TKnf,melee,1,90,35,0,0,1,0,0.4,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_254,254,melee,melee,M3 T.Knf,melee,1,90,35,0,0,1,0,0.3,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_266,266,rifle,m1,FLeut41,bullet,7,85,76,1,6,2,1,0.1,弾種未設定（map / overrides / explicit で要定義）,[]
pl_267,267,rocket,m8_rocket,Wkor361,rocket,12,50,45,3,3,3,0,0.4,m8_rocket 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_268,268,rocket,m8_rocket,Wgrp326,rocket,12,50,45,3,3,3,0,0.3,m8_rocket 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_269,269,rifle,m1,FLeut.Z,bullet,7,85,76,1,6,2,1,0.1,弾種未設定（map / overrides / explicit で要定義）,[]
pl_271,271,rocket,m8_rocket,Pzwk42,rocket,12,50,45,3,3,3,0,0.6,m8_rocket 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_287,287,rifle,m1,Pk16-100,bullet,7,85,76,100,6,2,1,5.3,弾種未設定（map / overrides / explicit で要定義）,[]
pl_288,288,rifle,m1,7.92f100,bullet,7,85,76,100,6,2,1,2.9,弾種未設定（map / overrides / explicit で要定義）,[]
pl_289,289,rifle,m1,7.92f250,bullet,7,85,76,250,6,2,1,7.3,弾種未設定（map / overrides / explicit で要定義）,[]
pl_291,291,rifle,m1,Pt13-75,bullet,7,85,76,75,6,2,1,4.3,弾種未設定（map / overrides / explicit で要定義）,[]
pl_292,292,rifle,m1,Dt15-75,bullet,7,85,76,75,6,2,1,4.3,弾種未設定（map / overrides / explicit で要定義）,[]
pl_293,293,rifle,m1,Gt34-50,bullet,7,85,76,50,6,2,1,2.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_294,294,rifle,m1,Pt34-75,bullet,7,85,76,75,6,2,1,4.3,弾種未設定（map / overrides / explicit で要定義）,[]
pl_296,296,rifle,m1,7.92m250,bullet,7,85,76,250,6,2,1,6.9,弾種未設定（map / overrides / explicit で要定義）,[]
pl_297,297,rifle,m1,Pa318-1,bullet,7,85,76,1,6,2,1,0.1,弾種未設定（map / overrides / explicit で要定義）,[]
pl_298,298,rifle,m1,Pa318-10,bullet,7,85,76,10,6,2,1,1.2,弾種未設定（map / overrides / explicit で要定義）,[]
pl_303,303,rocket,m8_rocket,GPzgr,rocket,12,50,45,3,3,3,0,0.4,m8_rocket 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_304,304,rocket,m8_rocket,GSprgr,rocket,12,50,45,3,3,3,0,0.3,m8_rocket 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_305,305,grenade,nade,StiGr24,shell,4,60,80,1,2,2,0,0.6,nade 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_306,306,grenade,nade,StiGr39,shell,4,60,80,1,2,2,0,0.6,nade 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_307,307,grenade,nade,StiGr43,shell,4,60,80,1,2,2,0,0.6,nade 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_308,308,grenade,nade,EihGr39,shell,4,60,80,1,2,2,0,0.3,nade 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_309,309,grenade,nade,GebLad,shell,4,60,80,1,2,2,0,1.8,nade 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_310,310,rocket,m8_rocket,Haft-Hl3,rocket,12,50,45,3,3,3,0,3.0,m8_rocket 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_311,311,rifle,m1,GebLad 3,bullet,7,85,76,0,6,2,1,3.0,弾種未設定（map / overrides / explicit で要定義）,[]
pl_312,312,rocket,m8_rocket,NbK39,rocket,12,50,45,3,3,3,0,2.2,m8_rocket 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_313,313,melee,melee,S84/92,melee,1,90,35,0,0,1,0,0.5,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_314,314,melee,melee,Messer,melee,1,90,35,0,0,1,0,0.3,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_328,328,grenade,nade,SRCM m35,shell,4,60,80,1,2,2,0,0.2,nade 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_329,329,grenade,nade,Breda 35,shell,4,60,80,1,2,2,0,0.2,nade 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_330,330,grenade,nade,OTO m35,shell,4,60,80,1,2,2,0,0.2,nade 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_331,331,melee,melee,SB.mod91,melee,1,90,35,0,0,1,0,0.5,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_332,332,melee,melee,BP.MAB38,melee,1,90,35,0,0,1,0,0.3,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_333,333,melee,melee,P. mod39,melee,1,90,35,0,0,1,0,0.3,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_334,334,rifle,m1,8M92-1,bullet,7,85,76,1,6,2,1,0.1,弾種未設定（map / overrides / explicit で要定義）,[]
pl_337,337,rifle,m1,8M86-1,bullet,7,85,76,1,6,2,1,0.1,弾種未設定（map / overrides / explicit で要定義）,[]
pl_338,338,rifle,m1,8M86-3,bullet,7,85,76,3,6,2,1,0.1,弾種未設定（map / overrides / explicit で要定義）,[]
pl_339,339,rifle,m1,8M86-5,bullet,7,85,76,5,6,2,1,0.2,弾種未設定（map / overrides / explicit で要定義）,[]
pl_343,343,rifle,m1,8M86-24,bullet,7,85,76,24,6,2,1,0.8,弾種未設定（map / overrides / explicit で要定義）,[]
pl_344,344,rifle,m1,8M86-30,bullet,7,85,76,30,6,2,1,1.0,弾種未設定（map / overrides / explicit で要定義）,[]
pl_345,345,grenade,nade,Grd F1,shell,4,60,80,1,2,2,0,0.6,nade 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_346,346,grenade,nade,Grd O.F.,shell,4,60,80,1,2,2,0,0.3,nade 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_347,347,melee,melee,Mle86/35,melee,1,90,35,0,0,1,0,0.4,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_348,348,melee,melee,Mle92/15,melee,1,90,35,0,0,1,0,0.4,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_349,349,melee,melee,41 CONON,melee,1,90,35,0,0,1,0,0.3,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_358,358,rifle,m1,303Br250,bullet,7,85,76,250,6,2,1,7.3,弾種未設定（map / overrides / explicit で要定義）,[]
pl_359,359,anti_tank,at_rifle,55Boys-5,bullet,5,60,90,5,2,2,2,1.1,at_rifle 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_360,360,anti_tank,at_rifle,PIAT-1,bullet,5,60,90,1,2,2,2,1.1,at_rifle 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_361,361,grenade,nade,No36M,shell,4,60,80,1,2,2,0,0.8,nade 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_362,362,melee,melee,No1 Mk1,melee,1,90,35,0,0,1,0,0.5,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_363,363,melee,melee,No3 Mk1,melee,1,90,35,0,0,1,0,0.5,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_364,364,melee,melee,No4 Mk2,melee,1,90,35,0,0,1,0,0.2,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_369,369,rifle,m1,7.62T71D,bullet,7,85,76,71,6,2,1,1.8,弾種未設定（map / overrides / explicit で要定義）,[]
pl_370,370,rifle,m1,7.62T35h,bullet,7,85,76,35,6,2,1,0.7,弾種未設定（map / overrides / explicit で要定義）,[]
pl_371,371,rifle,m1,7.62T71h,bullet,7,85,76,71,6,2,1,1.8,弾種未設定（map / overrides / explicit で要定義）,[]
pl_372,372,rifle,m1,7.62T35S,bullet,7,85,76,35,6,2,1,0.6,弾種未設定（map / overrides / explicit で要定義）,[]
pl_376,376,melee,melee,sht.1891,melee,1,90,35,0,0,1,0,0.2,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_377,377,melee,melee,sht.1940,melee,1,90,35,0,0,1,0,0.3,melee 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_385,385,rifle,m1,380ACP8A,bullet,7,85,76,8,6,2,1,0.2,弾種未設定（map / overrides / explicit で要定義）,[]
pl_387,387,rifle,m1,380ACP8B,bullet,7,85,76,8,6,2,1,0.2,弾種未設定（map / overrides / explicit で要定義）,[]
pl_395,395,mg,mg42,M1919A4 MMG,bullet,8,45,25,200,99,2,3,14.1,.30-06 ベルト仮（米国 MG）,"[230, 238, 239, 240]"
pl_396,396,mg,mg42,M1919A4 MMG,bullet,8,45,25,200,99,2,3,14.1,.30-06 ベルト仮（米国 MG）,"[230, 238, 239, 240]"
pl_397,397,mg,mg42,M1919A5 MMG,bullet,8,45,25,200,99,2,3,14.1,.30-06 ベルト仮（米国 MG）,"[230, 238, 239, 240]"
pl_398,398,mg,mg42,M2 HB HMG,bullet,8,45,25,110,99,2,3,38.1,.30-06 ベルト仮（米国 MG）,"[230, 238, 239, 240]"
pl_399,399,smg,smg_9mm,MP40,bullet,5,60,41,32,4,2,1,4.7,9Pb-32M,[285]
pl_400,400,mg,mg42,MG34,bullet,8,45,25,50,99,2,3,12.1,Gt34-50,[293]
pl_401,401,mg,mg42,sMG34,bullet,8,45,25,50,99,2,3,12.1,Gt34-50,[293]
pl_402,402,mg,mg42,MG42,bullet,8,45,25,50,99,2,3,11.5,Gt34-50,[293]
pl_403,403,mg,mg42,sMG42,bullet,8,45,25,50,99,2,3,11.5,Gt34-50,[293]
pl_404,404,mg,mg42,MG37(t),bullet,8,45,25,200,99,2,3,19.0,7.92 帯仮,"[272, 273, 274, 275, 276, 277, 288, 289, 290, 295, 296, 389]"
pl_405,405,rifle,m1,FR mod35,bullet,7,85,76,0,6,2,1,18.1,弾種未設定（map / overrides / explicit で要定義）,[]
pl_406,406,rifle,m1,Breda mod38,bullet,7,85,76,24,6,2,1,19.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_407,407,rifle,m1,MAC1931A,bullet,7,85,76,150,6,2,1,9.2,7.5-25,[342]
pl_408,408,mg,mg42,Vickers Mk1,bullet,8,45,25,150,99,2,3,17.2,7.92 帯仮,"[272, 273, 274, 275, 276, 277, 288, 289, 290, 295, 296, 389]"
pl_409,409,rifle,m1,Besa Mk1,bullet,7,85,76,150,6,2,1,21.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_410,410,mg,mg42,37mmGun M5,bullet,8,45,25,103,99,2,3,25.5,7.92 帯仮,"[272, 273, 274, 275, 276, 277, 288, 289, 290, 295, 296, 389]"
pl_411,411,mg,mg42,37mmGun M5,bullet,8,45,25,103,99,2,3,25.5,7.92 帯仮,"[272, 273, 274, 275, 276, 277, 288, 289, 290, 295, 296, 389]"
pl_412,412,mg,mg42,37mmGun M6,bullet,8,45,25,123,99,2,3,25.5,7.92 帯仮,"[272, 273, 274, 275, 276, 277, 288, 289, 290, 295, 296, 389]"
pl_413,413,mg,mg42,37mmGun M6,bullet,8,45,25,123,99,2,3,25.5,7.92 帯仮,"[272, 273, 274, 275, 276, 277, 288, 289, 290, 295, 296, 389]"
pl_414,414,mg,mg42,57mmGun M1,bullet,8,45,25,59,99,2,3,25.5,7.92 帯仮,"[272, 273, 274, 275, 276, 277, 288, 289, 290, 295, 296, 389]"
pl_415,415,rifle,m1,75mm M1897,bullet,7,85,76,59,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_416,416,mg,mg42,75mmGun M2,bullet,8,45,25,50,99,2,3,25.5,7.92 帯仮,"[272, 273, 274, 275, 276, 277, 288, 289, 290, 295, 296, 389]"
pl_417,417,mg,mg42,75mmGun M3,bullet,8,45,25,97,99,2,3,25.5,7.92 帯仮,"[272, 273, 274, 275, 276, 277, 288, 289, 290, 295, 296, 389]"
pl_418,418,mg,mg42,75mmGun M5/6,bullet,8,45,25,48,99,2,3,25.5,7.92 帯仮,"[272, 273, 274, 275, 276, 277, 288, 289, 290, 295, 296, 389]"
pl_419,419,rifle,m1,75mmHow M2/3,bullet,7,85,76,46,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_420,420,mg,mg42,76mmGun M1A1,bullet,8,45,25,71,99,2,3,25.5,7.92 帯仮,"[272, 273, 274, 275, 276, 277, 288, 289, 290, 295, 296, 389]"
pl_421,421,rifle,m1,3inGun M5,bullet,7,85,76,54,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_422,422,rifle,m1,3inGun M7,bullet,7,85,76,54,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_423,423,mg,mg42,90mmGun M3,bullet,8,45,25,47,99,2,3,25.5,7.92 帯仮,"[272, 273, 274, 275, 276, 277, 288, 289, 290, 295, 296, 389]"
pl_424,424,rifle,m1,105mmHow T8,bullet,7,85,76,68,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_425,425,rifle,m1,20mm KwK30,bullet,7,85,76,180,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_426,426,rifle,m1,20mm KwK38,bullet,7,85,76,180,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_427,427,rifle,m1,50mm KwK39,bullet,7,85,76,84,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_428,428,rifle,m1,75mm KwK37,bullet,7,85,76,64,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_429,429,rifle,m1,75mm StK37,bullet,7,85,76,64,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_430,430,rifle,m1,75mm KwK40,bullet,7,85,76,87,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_431,431,rifle,m1,75mm KwK40,bullet,7,85,76,87,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_432,432,rifle,m1,75mm PaK39,bullet,7,85,76,41,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_433,433,rifle,m1,75mm PaK40,bullet,7,85,76,37,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_434,434,rifle,m1,75mm StK40,bullet,7,85,76,87,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_435,435,rifle,m1,75mm KwK42,bullet,7,85,76,79,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_436,436,rifle,m1,75mm PaK42,bullet,7,85,76,79,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_437,437,rifle,m1,80mm GrW34,bullet,7,85,76,66,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_438,438,flamethrower,flame,88mm FlaK36,shell,3,55,55,3,1,2,0,25.5,flame 非装填/ダミ行（1件。explicit で上書き）,[229]
pl_439,439,rifle,m1,88mm KwK36,bullet,7,85,76,92,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_440,440,rifle,m1,88mm KwK43,bullet,7,85,76,72,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_441,441,rifle,m1,88mm PaK43,bullet,7,85,76,72,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_442,442,rifle,m1,105mm StH42,bullet,7,85,76,72,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_443,443,rifle,m1,128mm PaK44,bullet,7,85,76,38,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_444,444,rifle,m1,150mm StH43,bullet,7,85,76,72,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_445,445,rifle,m1,20mm M35,bullet,7,85,76,255,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_446,446,rifle,m1,37/40 Cann.,bullet,7,85,76,68,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_447,447,rifle,m1,47/32 Cann.,bullet,7,85,76,104,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_448,448,mg,mg42,75/18 Obice,bullet,8,45,25,44,99,2,3,25.5,7.92 帯仮,"[272, 273, 274, 275, 276, 277, 288, 289, 290, 295, 296, 389]"
pl_449,449,rifle,m1,37mm SA18,bullet,7,85,76,237,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_450,450,rifle,m1,6pdrGun Mk2,bullet,7,85,76,45,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_451,451,rifle,m1,6pdrGun Mk3,bullet,7,85,76,45,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_452,452,mg,mg42,75mmGun Mk5,bullet,8,45,25,84,99,2,3,25.5,7.92 帯仮,"[272, 273, 274, 275, 276, 277, 288, 289, 290, 295, 296, 389]"
pl_453,453,rifle,m1,3inGun Mk1,bullet,7,85,76,84,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_454,454,rifle,m1,37mmPaK35/36,bullet,7,85,76,168,6,2,1,25.5,弾種未設定（map / overrides / explicit で要定義）,[]
pl_455,455,rifle,m1,(end),bullet,7,85,76,8,6,2,1,4,弾種未設定（map / overrides / explicit で要定義）,[]
pl_458,458,rifle,m1,x辻,bullet,7,85,76,8,6,2,1,4,弾種未設定（map / overrides / explicit で要定義）,[]
pl_459,459,rifle,m1,|弟,bullet,7,85,76,8,6,2,1,4,弾種未設定（map / overrides / explicit で要定義）,[]
pl_466,466,rifle,m1,イエス・サー！,bullet,7,85,76,8,6,2,1,4,弾種未設定（map / overrides / explicit で要定義）,[]
pl_467,467,rifle,m1,誰か？,bullet,7,85,76,8,6,2,1,4,弾種未設定（map / overrides / explicit で要定義）,[]
pl_468,468,rifle,m1,………チッ！,bullet,7,85,76,8,6,2,1,4,弾種未設定（map / overrides / explicit で要定義）,[]
pl_481,481,rifle,m1,%s,bullet,7,85,76,8,6,2,1,4,弾種未設定（map / overrides / explicit で要定義）,[]
